StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q7,Q5,Q6,Q6,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12
2023-04-17 17:58:18,2023-04-17 18:03:47,IP Address,*******,100,328,True,2023-04-17 18:03:47,R_yNQcFBNMl4XHSDv,*******,*******,*******,*******,*******,*******,qr,EN,(ENG) College of Engineering,Civil Engineering,"Undergraduate, 2nd year (2025)",Male,Sports team,Domestic,,Florida,7,10,6,0,https://open.spotify.com/user/kobitravels?si=MwTeiv4DSOyEqao05Ww4Pw&dd=1,https://open.spotify.com/playlist/5muJpAQEfqq7KpGYblzPlq?si=MzjCG4ZIR-av2kcOLKBVAw&dd=1,,,,,,
2023-04-18 13:53:07,2023-04-18 13:57:31,IP Address,*******,100,264,True,2023-04-18 13:57:32,R_32VAw0eVL09hjry,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Biology & Society,"Undergraduate, 3rd year (2024)",Female,"Professional club,Other club/team",Domestic,,New York,4,3,3,2,https://open.spotify.com/user/jessica20022?si=9a45ee53b7554f1e,https://open.spotify.com/playlist/5Qqt8yo09q7xZ5ReLqhNmc?si=c7ae283791994936,,,,,,
2023-04-18 14:26:35,2023-04-18 14:30:03,IP Address,*******,100,208,True,2023-04-18 14:30:04,R_2ByCE2gj8Uu70Mk,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Chemistry,Graduate student,Female,Other club/team,Domestic,,Texas,2,2,2,5,Don't have one,Don't have one,,Anything similar to Kujira by Kokia,,,,fmz8@cornell.edu
2023-04-18 14:26:36,2023-04-18 14:31:20,IP Address,*******,100,283,True,2023-04-18 14:31:21,R_29aZP3MU125uwIa,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Biological Engineering,Graduate student,Female,Other club/team,Domestic,,North Carolina,8,10,6,5,https://open.spotify.com/user/o035tufj1j2to59df208ozh5k?si=0qUHa2p9QEyI4oBm_HWKtA,https://open.spotify.com/playlist/3c35ukeLgJ9A8BcAIKEqE8?si=ULMMQgDmQMmlDj5NjGzS6w,,https://open.spotify.com/playlist/4JxfowM3T8EJGOJ5hUG1Nv?si=252IYgOcQOW2SYfQ_bUx8w,,https://open.spotify.com/playlist/37i9dQZF1DX4aYNO8X5RpR?si=QeFwvPnUTjWAVOYViaJKJg,,ekp38@cornell.edu
2023-04-18 14:39:30,2023-04-18 14:44:33,IP Address,*******,100,303,True,2023-04-18 14:44:35,R_3e4CFbIoJrtlL8o,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Biological Sciences,"Undergraduate, 1st year (2026)",Female,Other club/team,Domestic,,Georgia,4,6,4,4,https://open.spotify.com/user/meepsymo,https://open.spotify.com/playlist/5cNruL2ImTgGNs6PGMtBB3?si=Gx2re61wRpuXlGa38KrT-w&dd=1,,https://open.spotify.com/playlist/2l0qeM2JSbflunD6YAb53S?si=HaRKw1U2RgSw0dRcdR3WZQ&dd=1,,,,Ljl92@cornell.edu
2023-04-18 14:51:24,2023-04-18 14:53:40,IP Address,*******,100,135,True,2023-04-18 14:53:41,R_cXZqg5vGs9Br1h7,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Electrical and Computer Engineering,"Undergraduate, 3rd year (2024)",Female,"Professional club,Project team,Other club/team",Domestic,,New York,8,9,5,5,https://open.spotify.com/user/vbvb101,https://spotify.link/AcoM3d1I6yb,https://spotify.link/VBONHu2I6yb,,https://spotify.link/YrwNLe5I6yb,https://spotify.link/ppAcMx3I6yb,,vb269@cornell.edu
2023-04-18 14:45:12,2023-04-18 14:54:19,IP Address,*******,100,547,True,2023-04-18 14:54:20,R_12SFUERFNmh9rg2,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Biology & Society,"Undergraduate, 4th year (2023)",Female,"Greek life,Professional club,Other club/team",Domestic,,Colorado,4,3,3,9,https://spotify.link/NDW6RYPI6yb,https://spotify.link/whMSlkRI6yb,https://spotify.link/Wxi7kmZI6yb,https://spotify.link/xeV9QH0I6yb,https://spotify.link/bUGjG67I6yb,https://spotify.link/xeV9QH0I6yb,https://spotify.link/gQTfxE6I6yb,sxh2@cornell.edu
2023-04-18 15:03:05,2023-04-18 15:06:29,IP Address,*******,100,203,True,2023-04-18 15:06:29,R_3J4bvTGBPNYfYGm,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Computer Science,"Undergraduate, 1st year (2026)",Male,"Greek life,Other club/team",Domestic,,New York,7,2,7,3,https://open.spotify.com/user/dihbuj006e36pz2kkpeiyr9it?si=4jbkqpsiQ--qy9Cz8_ImYQ,https://open.spotify.com/playlist/7gL1eq34DxiadmuE7bmEVy?si=xgtwgR70QYqLHa1JroN6ow,https://open.spotify.com/playlist/2wMvZO1CvrPo3eaRtz9jZf?si=d6e2hq_5TaOwnOLUbCOYWw,,,,,jnm224@cornell.edu
2023-04-18 15:03:49,2023-04-18 15:08:19,IP Address,*******,100,269,True,2023-04-18 15:08:19,R_3ksnOKvH3AQZitr,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Chemical Engineering,"Undergraduate, 1st year (2026)",Female,Project team,Domestic,,Alaska,6,5,8,9,https://open.spotify.com/user/clarebelman?si=adf1a3db5d024eaf,https://open.spotify.com/playlist/3Ra2zsL1U62CS8GZfaUGQd?si=4b69d9a8b44b433d,https://open.spotify.com/playlist/3J5sALR3VLCEEfj3KJq0gN?si=3c89ec5ad7d24348,https://open.spotify.com/album/6oXxmHlIYxA9Qh7AxPKWM1?si=nUF8fSz7TsGXr0Pn1PVgOQ,https://open.spotify.com/playlist/6Tz02X7XmgqP4ppkBC5VFZ?si=44d6fb3bc3ba4042,https://open.spotify.com/show/6wegpF4BHu5dQG7sTg1Cz9?si=952fa7ba09d348ec,,csb256@cornell.edu
2023-04-18 15:05:35,2023-04-18 15:09:48,IP Address,*******,100,253,True,2023-04-18 15:09:49,R_24MmKS8fipHB5u4,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Biomedical Engineering,"Undergraduate, 1st year (2026)",Female,"Project team,Other club/team",Domestic,,Connecticut,7,7,7,3,https://open.spotify.com/user/1re58jm2ppu8vkex6p2lqkyvt?si=rMOtf03uRiGUyRFetqKZrA,https://open.spotify.com/playlist/3UvOPnR4IknreDPJuh7o9Q?si=s6CTJSeFRmG-HM9IKY6CwA,,https://open.spotify.com/playlist/1tPp03rBoJAbWzeA2N3l7r?si=cvp0zwfgTbCROPQHYugyKA,https://open.spotify.com/playlist/6AAzKNg767FqktSth7oyFZ?si=4_tTMbzOTiWzppqrz2X2fg,,https://open.spotify.com/playlist/2SnivMl0uimLIgNPFlZmKo?si=XN4aito3RW6rvZfXKSwLlg,rjk287@cornell.edu
2023-04-18 15:13:33,2023-04-18 15:18:31,IP Address,*******,100,298,True,2023-04-18 15:18:32,R_2WVDqSBNN3dr02p,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Archaeology,Graduate student,Female,Other club/team,Domestic,,Texas,9,6,9,10,https://open.spotify.com/user/andreacmauri,https://open.spotify.com/playlist/3WDZHsvw7sGppGbvhNh6M1?si=WTa3uNPTSCyy4wsZEI6lgg,,https://open.spotify.com/playlist/5SuOnJE61s3cx5DbejDW1I?si=Mrxn7cmuTT-rPGJJezlN_A,,,https://open.spotify.com/playlist/25cpoGkXapCamwlD5HYBZP?si=Sg_MLGEZS1qzhxDjhVSabQ,acm344@cornell.edu
2023-04-18 15:27:32,2023-04-18 15:31:50,IP Address,*******,100,257,True,2023-04-18 15:31:50,R_sunhNEfCIPFHPsl,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Psychology,"Undergraduate, 1st year (2026)",Female,"Professional club,Other club/team",Domestic,,Texas,3,3,3,7,https://open.Spotify.com/user/lucyyang2520,https://open.spotify.com/playlist/5lFCqNe4RpZN8JigGQKX3i?si=CJCgRkweSeCS33xnqKHKjw,https://open.spotify.com/playlist/5lLRi6fbp6LyJMArUdtg8A?si=jhJLJaFORPmLH2emwyLhRQ,https://open.spotify.com/playlist/5tEceGNd2haPLYKjgq6JIx?si=VAQMMm2ES8GLKO80hwXsnA,,,,ly375@cornell.edu
2023-04-18 15:31:59,2023-04-18 15:35:04,IP Address,*******,100,184,True,2023-04-18 15:35:04,R_2R8IyplN1jWgjP1,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Communication,"Undergraduate, 3rd year (2024)",Female,Other club/team,Domestic,,New York,5,4,5,2,https://spotify.link/1dVvESVL6yb,https://spotify.link/iAEmKi2L6yb,,,,,,Mb2479@cornell.edu
2023-04-18 15:41:53,2023-04-18 15:46:45,IP Address,*******,100,291,True,2023-04-18 15:46:46,R_2CfDvjPpMzqDasX,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Environment & Sustainability,"Undergraduate, 2nd year (2025)",Female,Other club/team,Domestic,,Massachusetts,3,4,3,6,https://open.spotify.com/user/olivia-1212?si=af777c15e2524cca,https://open.spotify.com/playlist/37i9dQZF1F0sijgNaJdgit?si=7e193a0504c943ce,https://open.spotify.com/playlist/45ApDsrFzWcw5W2TtU4Cmt?si=2174195764bb439f,https://open.spotify.com/playlist/37i9dQZF1DXdf43Md5h6cE?si=8930d99a55c445f2,https://open.spotify.com/playlist/5144oSaOdJcrXOxhkCLRM6?si=6ef8a31c6b3c4d57,,,olf9@cornell.edu
2023-04-18 15:57:59,2023-04-18 15:59:53,IP Address,*******,100,114,True,2023-04-18 15:59:55,R_ZgACdrC5AStTA8F,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Computer Science,"Undergraduate, 3rd year (2024)",Female,"Professional club,Project team,Other club/team",Domestic,,Florida,1,1,1,1,https://open.spotify.com/user/12124545665?si=8P6hMkUDQI-Yp3jKth1TYw,https://open.spotify.com/playlist/3gCWjlFL8JKwmpfUO5z6dz?si=Kj3DtZDJTxOkWttCbNL6ow,,,,,,syz7@cornell.edu
2023-04-18 17:35:58,2023-04-18 17:38:16,IP Address,*******,100,138,True,2023-04-18 17:38:17,R_1KeAWziBMNZe8sQ,*******,*******,*******,*******,*******,*******,anonymous,EN,(HUMEC) College of Human Ecology,"Human Biology, Health and Society","Undergraduate, 3rd year (2024)",Female,Other club/team,Domestic,,New York,7,4,6,7,https://open.spotify.com/user/12139305999?si=qa1Jkln8Sn6EoeFsXLIlSw&dd=1,https://open.spotify.com/playlist/7JrjIHbnlSdDOM5QKZFxmW?si=qHHcUeZvSxydpGAoEX7URQ&dd=1,,,https://open.spotify.com/playlist/2Irha1kNA4iewUVS6usbvX?si=1e_E7Zk5Ru6JeaEIpRB0Bg&dd=1,,,lj238@cornell.edu
2023-04-18 18:34:16,2023-04-18 18:39:22,IP Address,*******,100,306,True,2023-04-18 18:39:24,R_1etu7GtazGFySNT,*******,*******,*******,*******,*******,*******,anonymous,EN,(ILR) School of Industrial and Labor Relations,Industrial and Labor Relations,"Undergraduate, 3rd year (2024)",Female,"Professional club,Other club/team",Domestic,,Oregon,6,8,3,2,https://open.spotify.com/user/jhkmaggie,https://spotify.link/V7wUEz4Y6yb,https://spotify.link/BOcbiN9Y6yb,https://spotify.link/0YKVfRaZ6yb,https://spotify.link/yNyKKYcZ6yb,,,mjp354@cornell.edu
2023-04-18 19:09:51,2023-04-18 19:15:00,IP Address,*******,100,309,True,2023-04-18 19:15:02,R_3NJlpunMJ4V9Nhj,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Information Science,"Undergraduate, 1st year (2026)",Prefer not to say,"Project team,Other club/team",Domestic,,New Jersey,6,5,4,6,https://open.spotify.com/user/eirian_h,https://open.spotify.com/playlist/0DXqxKkf3MhPKQWK1CQHCH?si=f9fee7ccec024d66,,https://open.spotify.com/playlist/0U7S0JZYbACooRtFLoKvZO?si=ae7102c222c045ef,,,,ehh56@cornell.edu
2023-04-19 08:59:17,2023-04-19 09:49:02,IP Address,*******,100,2984,True,2023-04-19 09:49:03,R_3oBZiOT3ONHO2sc,*******,*******,*******,*******,*******,*******,qr,EN,(ILR) School of Industrial and Labor Relations,Industrial and Labor Relations,"Undergraduate, 3rd year (2024)",Female,Other club/team,Domestic,,New York,4,7,2,5,https://open.spotify.com/user/lenatp808?si=U6Rxn9o3T1qWo0XRda7mYQ&dd=1,https://open.spotify.com/playlist/1iN7ylDPrM33SnFUIwmQxw?si=_E9hgmo6SgW8bpXnOdMuMA&dd=1,,,,,,ltp22@cornell.edu
2023-04-19 13:35:25,2023-04-19 13:38:21,IP Address,*******,100,175,True,2023-04-19 13:38:22,R_1LO9kvo1jPlz6cn,*******,*******,*******,*******,*******,*******,qr,EN,(ENG) College of Engineering,Mechanical Engineering,"Undergraduate, 2nd year (2025)",Female,Other club/team,Domestic,,New Jersey,7,7,8,3,https://open.spotify.com/user/ayamtume,https://open.spotify.com/playlist/5UH33M5hcThKmiAnrOJFrh?si=3274zwQ2RXKe36Kf_qn36Q&dd=1,,,https://open.spotify.com/playlist/1VUjSFXZofibFUzhip5WI0?si=fIxiVUvqRkezd3pApsks2A&dd=1,,,ajm448@cornell.edu
2023-04-12 13:47:24,2023-04-12 13:48:32,IP Address,*******,77,68,False,2023-04-19 13:48:40,R_23eF4JHhECImz8t,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Information Science,"Undergraduate, 3rd year (2024)",Female,"Professional club,Project team",Domestic,,Connecticut,6,7,6,4,,,,,,,,
2023-04-12 15:22:53,2023-04-12 15:22:57,IP Address,*******,8,4,False,2023-04-19 15:23:00,R_3Hoa9mGdVEQ8lLs,*******,*******,*******,*******,*******,*******,qr,EN,,,,,,,,,,,,,,,,,,,,
2023-04-12 15:22:53,2023-04-12 15:23:39,IP Address,*******,77,46,False,2023-04-19 15:23:40,R_3e2I1yqRHQmHTyS,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Computer Science,"Undergraduate, 1st year (2026)",Male,Other club/team,Domestic,,New York,8,2,6,5,,,,,,,,
2023-04-12 15:23:02,2023-04-12 15:23:37,IP Address,*******,69,34,False,2023-04-19 15:23:42,R_XHtA5qO1uj5MICJ,*******,*******,*******,*******,*******,*******,qr,EN,(ENG) College of Engineering,Computer Science,"Undergraduate, 2nd year (2025)",Female,"Project team,Other club/team",Domestic,,Massachusetts,,,,,,,,,,,,
2023-04-12 15:22:52,2023-04-12 15:23:41,IP Address,*******,77,49,False,2023-04-19 15:23:43,R_yR2fXQbRBALGZI5,*******,*******,*******,*******,*******,*******,qr,EN,(DYSON) Dyson School of Applied Economics and Management,Applied Economics and Management,"Undergraduate, 1st year (2026)",Female,Professional club,Domestic,,New York,8,6,6,4,,,,,,,,
2023-04-12 15:22:56,2023-04-12 15:23:46,IP Address,*******,77,49,False,2023-04-19 15:23:47,R_3Dq2ZnErWmrN5by,*******,*******,*******,*******,*******,*******,qr,EN,(ENG) College of Engineering,Computer Science,"Undergraduate, 1st year (2026)",Male,"Project team,Other club/team",Domestic,,Massachusetts,4,6,2,2,,,,,,,,
2023-04-12 15:22:54,2023-04-12 15:24:02,IP Address,*******,77,67,False,2023-04-19 15:24:04,R_UFlLPhxGY6PEcSd,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Biology & Society,"Undergraduate, 4th year (2023)",Female,"Project team,Other club/team",Domestic,,Pennsylvania,5,5,5,5,,,,,,,,
2023-04-12 15:22:57,2023-04-12 15:24:07,IP Address,*******,77,69,False,2023-04-19 15:24:08,R_2eX7l2xLCMxjkHu,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Statistical Science,"Undergraduate, 2nd year (2025)",Male,Other club/team,Domestic,,Maine,6,4,1,2,,,,,,,,
2023-04-12 15:22:50,2023-04-12 15:24:07,IP Address,*******,77,76,False,2023-04-19 15:24:08,R_32R37LhmQASTJrA,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Biometry and Statistics,"Undergraduate, 2nd year (2025)",Female,"Professional club,Other club/team",Domestic,,New York,6,4,5,5,,,,,,,,
2023-04-12 15:22:57,2023-04-12 15:25:06,IP Address,*******,77,129,False,2023-04-19 15:25:09,R_31d6jyIfdo7CHEK,*******,*******,*******,*******,*******,*******,qr,EN,(AS) College of Arts and Sciences,Statistical Science,"Undergraduate, 1st year (2026)",Female,Other club/team,Domestic,,New York,8,5,8,8,,,,,,,,
2023-04-12 15:23:48,2023-04-12 15:25:17,IP Address,*******,69,88,False,2023-04-19 15:25:18,R_2Xom8p0dnWhZOBn,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Information Science,"Undergraduate, 2nd year (2025)",Female,"Professional club,Project team,Other club/team",Domestic,,New Jersey,,,,,,,,,,,,
2023-04-12 15:22:51,2023-04-12 15:25:12,IP Address,*******,77,140,False,2023-04-19 15:25:19,R_26lEVUMHBojfLRt,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Information Science,"Undergraduate, 3rd year (2024)",Female,"Greek life,Sports team",Domestic,,Washington,4,1,4,3,,,,,,,,
2023-04-12 15:25:23,2023-04-12 15:25:29,IP Address,*******,8,6,False,2023-04-19 15:25:30,R_pAxvMkRR5nTm1sl,*******,*******,*******,*******,*******,*******,qr,EN,,,,,,,,,,,,,,,,,,,,
2023-04-12 15:22:55,2023-04-12 15:25:35,IP Address,*******,77,159,False,2023-04-19 15:25:36,R_a5lHA2yQOK6jJ17,*******,*******,*******,*******,*******,*******,qr,EN,(CALS) College of Agriculture and Life Sciences,Biometry and Statistics,"Undergraduate, 1st year (2026)",Female,Other club/team,Domestic,,Massachusetts,7,8,6,6,,,,,,,,
2023-04-12 15:22:59,2023-04-12 15:26:01,IP Address,*******,77,181,False,2023-04-19 15:26:02,R_24oaqOskOwqbcVL,*******,*******,*******,*******,*******,*******,qr,EN,(ENG) College of Engineering,Operations Research and Engineering,"Undergraduate, 3rd year (2024)",Male,Other club/team,Domestic,,New Jersey,2,3,2,4,,,,,,,,
2023-04-12 15:26:18,2023-04-12 15:28:04,IP Address,*******,8,105,False,2023-04-19 15:28:07,R_1hDRk3Fb9FCgpTi,*******,*******,*******,*******,*******,*******,qr,EN,,,,,,,,,,,,,,,,,,,,
2023-04-12 15:41:50,2023-04-12 15:42:02,IP Address,*******,0,11,False,2023-04-19 15:42:05,R_31aOp0I3RjXDwS5,*******,*******,*******,*******,*******,*******,qr,EN,,,,,,,,,,,,,,,,,,,,
2023-04-12 17:58:15,2023-04-12 18:05:44,IP Address,*******,77,449,False,2023-04-19 18:05:46,R_2Eghax8Bc6RSm9E,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Statistical Science,"Undergraduate, 2nd year (2025)",Male,Professional club,Domestic,,New York,6,8,8,6,,,,,,,,
2023-04-12 19:05:22,2023-04-12 19:06:35,IP Address,*******,77,73,False,2023-04-19 19:06:45,R_3m2UvkRHVTQK3dj,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Biological Sciences,"Undergraduate, 3rd year (2024)",Male,Other club/team,Domestic,,New York,8,6,8,4,,,,,,,,
2023-04-12 19:07:10,2023-04-12 19:07:22,IP Address,*******,8,11,False,2023-04-19 19:07:25,R_27EG3slINuiohlD,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,
2023-04-12 19:11:16,2023-04-12 19:12:27,IP Address,*******,77,71,False,2023-04-19 19:12:29,R_2bHuRa9R5m3e4fw,*******,*******,*******,*******,*******,*******,anonymous,EN,(DYSON) Dyson School of Applied Economics and Management,Applied Economics and Management,"Undergraduate, 2nd year (2025)",Male,"Professional club,Other club/team",International,Saudi Arabia,,8,9,7,3,,,,,,,,
2023-04-12 19:20:40,2023-04-12 19:21:29,IP Address,*******,77,48,False,2023-04-19 19:21:31,R_2rjSViAbxpfXAxY,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Electrical and Computer Engineering,"Undergraduate, 3rd year (2024)",Female,Project team,Domestic,,,4,2,1,1,,,,,,,,
2023-04-12 19:28:54,2023-04-12 19:28:59,IP Address,*******,8,4,False,2023-04-19 19:29:03,R_25Hf2m2lpRicnAq,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,
2023-04-12 19:49:38,2023-04-12 19:50:28,IP Address,*******,77,49,False,2023-04-19 19:50:34,R_1LuQV7tOYvN2fH6,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Statistical Science,"Undergraduate, 1st year (2026)",Female,Other club/team,Domestic,,Florida,1,4,1,2,,,,,,,,
2023-04-12 20:20:50,2023-04-12 20:21:31,IP Address,*******,77,41,False,2023-04-19 20:21:37,R_2wzqoDUoJafvELJ,*******,*******,*******,*******,*******,*******,anonymous,EN,(ILR) School of Industrial and Labor Relations,Industrial and Labor Relations,"Undergraduate, 2nd year (2025)",Female,"Greek life,Professional club",Domestic,,Missouri,6,9,6,2,,,,,,,,
2023-04-12 20:48:06,2023-04-12 20:49:39,IP Address,*******,77,93,False,2023-04-19 20:49:44,R_1IEnzVHeZ84L5b6,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Information Science,"Undergraduate, 2nd year (2025)",Female,Other club/team,Domestic,,New Jersey,5,8,4,7,,,,,,,,
2023-04-12 21:01:24,2023-04-12 21:05:09,IP Address,*******,77,224,False,2023-04-19 21:05:17,R_UDtScbyudry4h5D,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Mathematics,"Undergraduate, 1st year (2026)",Male,Other club/team,International,Nepal,,6,4,4,6,,,,,,,,
2023-04-12 21:06:41,2023-04-12 21:06:53,IP Address,*******,8,11,False,2023-04-19 21:06:55,R_3M6bl3SB2lytp5e,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,
2023-04-12 21:21:06,2023-04-12 21:22:06,IP Address,*******,77,60,False,2023-04-19 21:22:13,R_3s0T2ribpwrsPAI,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Biology & Society,"Undergraduate, 4th year (2023)",Female,"Sports team,Project team",Domestic,,Pennsylvania,5,5,6,5,,,,,,,,
2023-04-12 23:10:56,2023-04-12 23:11:55,IP Address,*******,77,59,False,2023-04-19 23:12:02,R_43fqyYmmKzbNGzn,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Information Science,"Undergraduate, 2nd year (2025)",Female,"Greek life,Professional club,Sports team",Domestic,,New York,6,8,2,4,,,,,,,,
2023-04-13 00:20:08,2023-04-13 00:22:42,IP Address,*******,77,154,False,2023-04-20 00:22:44,R_27O24XUEid6oIk6,*******,*******,*******,*******,*******,*******,anonymous,EN,(HUMEC) College of Human Ecology,Fiber Science and Apparel Design,"Undergraduate, 4th year (2023)",Female,Other club/team,Domestic,,Florida,3,7,8,8,,,,,,,,
2023-04-13 07:05:56,2023-04-13 07:06:45,IP Address,*******,77,48,False,2023-04-20 07:06:50,R_1oAu1GPXVv7CaIu,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Economics,"Undergraduate, 4th year (2023)",Female,"Greek life,Professional club,Project team,Other club/team",International,United Kingdom,,6,3,7,3,,,,,,,,
2023-04-13 07:34:15,2023-04-13 07:35:28,IP Address,*******,77,73,False,2023-04-20 07:35:33,R_AG9TAZzjdneY02B,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Engineering Physics,"Undergraduate, 2nd year (2025)",Male,Other club/team,International,India,,6,5,5,2,,,,,,,,
2023-04-13 10:48:12,2023-04-13 10:49:10,IP Address,*******,0,58,False,2023-04-20 10:49:44,R_9Y3xCNtAfT1VQv7,*******,*******,*******,*******,*******,*******,qr,EN,,,,,,,,,,,,,,,,,,,,
2023-04-13 12:28:22,2023-04-13 12:28:29,IP Address,*******,8,7,False,2023-04-20 12:28:34,R_3qlCgmu8Sdp6gqg,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,
2023-04-20 12:41:05,2023-04-20 12:46:06,IP Address,*******,100,300,True,2023-04-20 12:46:07,R_21hzrBA5vFQNkku,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Statistical Science,"Undergraduate, 2nd year (2025)",Female,Other club/team,International,Thailand,,4,3,3,7,https://open.spotify.com/user/313sqjo7imdsqz2sub73bwrnsdlm,https://open.spotify.com/playlist/37i9dQZF1DX2aCk0vzzaZQ,,https://open.spotify.com/playlist/37i9dQZF1DX7Ope5RE4ePQ,,,,ac2295@cornell.edu
2023-04-13 14:53:59,2023-04-13 14:54:37,IP Address,*******,77,37,False,2023-04-20 14:56:20,R_3iR6nLtYgvE7tW5,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Mechanical Engineering,"Undergraduate, 2nd year (2025)",Female,Project team,Domestic,,California,10,8,10,6,,,,,,,,
2023-04-13 14:57:16,2023-04-13 14:58:19,IP Address,*******,77,63,False,2023-04-20 14:58:21,R_tR7KVtfWzwXy5JD,*******,*******,*******,*******,*******,*******,anonymous,EN,(ILR) School of Industrial and Labor Relations,Industrial and Labor Relations,"Undergraduate, 2nd year (2025)",Female,Greek life,Domestic,,New Hampshire,5,9,6,4,,,,,,,,
2023-04-13 14:54:47,2023-04-13 14:54:52,IP Address,*******,8,5,False,2023-04-20 15:07:50,R_3flwvxrOnRwC3BI,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,
2023-04-13 14:54:43,2023-04-13 14:55:22,IP Address,*******,77,39,False,2023-04-20 15:08:22,R_3dHg03fljxwlZPT,*******,*******,*******,*******,*******,*******,anonymous,EN,(AS) College of Arts and Sciences,Computer Science,"Undergraduate, 3rd year (2024)",Male,Greek life,Domestic,,Washington,3,5,7,3,,,,,,,,
2023-04-13 15:06:15,2023-04-13 15:07:11,IP Address,*******,77,55,False,2023-04-20 15:17:31,R_22DOgr2wz6H7rCn,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Environment & Sustainability,"Undergraduate, 4th year (2023)",Male,Other club/team,Domestic,,New York,5,6,7,5,,,,,,,,
2023-04-13 15:50:41,2023-04-13 15:51:26,IP Address,*******,77,45,False,2023-04-20 15:51:28,R_3j0wePOdHLte61G,*******,*******,*******,*******,*******,*******,anonymous,EN,(CALS) College of Agriculture and Life Sciences,Biological Sciences,"Undergraduate, 2nd year (2025)",Male,Other club/team,Domestic,,New Jersey,4,4,4,3,,,,,,,,
2023-04-13 16:32:44,2023-04-13 16:33:39,IP Address,*******,77,54,False,2023-04-20 16:33:48,R_3RklIH70r3Imguy,*******,*******,*******,*******,*******,*******,anonymous,EN,(ENG) College of Engineering,Computer Science,"Undergraduate, 1st year (2026)",Male,Other club/team,Domestic,,Ohio,5,5,5,4,,,,,,,,
